delay	perdida	size	tiempo	iteraciones
0.00	0.00	500	0.0175503111	50
0.00	0.00	1000	0.0191234541	50
0.00	0.00	1500	0.0296128702	50
0.00	0.00	2000	0.0348881292	50
0.00	0.00	2500	0.0480351639	50
0.00	0.00	3000	0.0560860538	50
0.00	0.00	3500	0.0686450386	50
0.00	0.00	4000	0.0777041674	50
0.00	0.00	4500	0.0885638428	50
